<GROUP>,,
</GROUP>,,
<ERRCODE>,,
020C,"The CH4 offset setting request and gain setting request were turned on simultaneously in the offset/gain setting mode.","Reexamine the sequence program so that they do not turn on simultaneously."
0259,"The CH1 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (The lower lower limit value is lower than the measurement range.)","Set a correct value at the buffer memory address 86 to 89 (Un\G86 to 89)."
025A,"The CH2 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (The lower lower limit value is lower than the measurement range.)","Set a correct value at the buffer memory address 90 to 93 (Un\G90 to 93)."
025B,"The CH3 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (The lower lower limit value is lower than the measurement range.)","Set a correct value at the buffer memory address 94 to 97 (Un\G94 to 97)."
025C,"The CH4 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (The lower lower limit value is lower than the measurement range.)","Set a correct value at the buffer memory address 98 to 101 (Un\G98 to 101)."
0263,"The CH1 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (The upper upper limit value is higher than the measurement range.)","Set a correct value at the buffer memory address 86 to 89 (Un\G86 to 89)."
0264,"The CH2 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (The upper upper limit value is higher than the measurement range.)","Set a correct value at the buffer memory address 90 to 93 (Un\G90 to 93)."
0265,"The CH3 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (The upper upper limit value is higher than the measurement range.)","Set a correct value at the buffer memory address 94 to 97 (Un\G94 to 97)."
0266,"The CH4 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (The upper upper limit value is higher than the measurement range.)","Set a correct value at the buffer memory address 98 to 101 (Un\G98 to 101)."
026D,"The CH1 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (Lower lower limit value > lower upper limit value)","Set a correct value at the buffer memory address 86 to 89 (Un\G86 to 89)."
026E,"The CH2 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (Lower lower limit value > lower upper limit value)","Set a correct value at the buffer memory address 90 to 93 (Un\G90 to 93)."
026F,"The CH3 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (Lower lower limit value > lower upper limit value)","Set a correct value at the buffer memory address 94 to 97 (Un\G94 to 97)."
0270,"The CH4 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (Lower lower limit value > lower upper limit value)","Set a correct value at the buffer memory address 98 to 101 (Un\G98 to 101)."
0277,"The CH1 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (Lower upper limit value > upper lower limit value)","Set a correct value at the buffer memory address 86 to 89 (Un\G86 to 89)."
0278,"The CH2 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (Lower upper limit value > upper lower limit value)","Set a correct value at the buffer memory address 90 to 93 (Un\G90 to 93)."
0279,"The CH3 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (Lower upper limit value > upper lower limit value)","Set a correct value at the buffer memory address 94 to 97 (Un\G94 to 97)."
027A,"The CH4 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (Lower upper limit value > upper lower limit value)","Set a correct value at the buffer memory address 98 to 101 (Un\G98 to 101)."
0281,"The CH1 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (Upper lower limit value > upper upper limit value)","Set a correct value at the buffer memory address 86 to 89 (Un\G86 to 89)."
0282,"The CH2 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (Upper lower limit value > upper upper limit value)","Set a correct value at the buffer memory address 90 to 93 (Un\G90 to 93)."
0283,"The CH3 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (Upper lower limit value > upper upper limit value)","Set a correct value at the buffer memory address 94 to 97 (Un\G94 to 97)."
0284,"The CH4 warning output upper/lower limit value setting is outside the measurable range specified for the input type. (Upper lower limit value > upper upper limit value)","Set a correct value at the buffer memory address 98 to 101 (Un\G98 to 101)."
</ERRCODE>,,
