<GROUP>,,
</GROUP>,,
<ERRCODE>,,
044C,"Faults
Hardware is faulty.","* Check that there is no influence from noise.
* Check hardware for possibility of fault."
17D6,"Stop signal ON at start
A start request was given when the axis stop signal (Y(n+1)5) is ON.","Check whether the axis stop signal (Y(n+1)5) is ON or OFF and turn OFF the axis stop signal that is ON."
1BBE,"Stop signal ON at start
A start request was given when the axis stop signal (Y(n+1)6) is ON.","Check whether the axis stop signal (Y(n+1)6) is ON or OFF and turn OFF the axis stop signal that is ON."
1FA6,"Stop signal ON at start
A start request was given when the axis stop signal (Y(n+1)7) is ON.","Check whether the axis stop signal (Y(n+1)7) is ON or OFF and turn OFF the axis stop signal that is ON."
044F,"Software stroke limit +
* Positioning control was carried out in a position in excess of 'Software stroke limit upper limit value'.
* 'Current feed value' or 'Positioning address/movement amount' (New current value) has exceeded 'Software stroke limit upper limit value'.","At start:
Perform JOG operation to change 'Current feed value' to within the software stroke limit range.
Current value changing:
Change the new current value to within the software stroke limit range.
During operation:
Correct 'Positioning address/movement amount'."
0837,"Software stroke limit +
* Positioning control was carried out in a position in excess of 'Software stroke limit upper limit value'.
* 'Current feed value' or 'Positioning address/movement amount' (New current value) has exceeded 'Software stroke limit upper limit value'.","At start:
Perform JOG operation to change 'Current feed value' to within the software stroke limit range.
Current value changing:
Change the new current value to within the software stroke limit range.
During operation:
Correct 'Positioning address/movement amount'."
0C1F,"Software stroke limit +
* Positioning control was carried out in a position in excess of 'Software stroke limit upper limit value'.
* 'Current feed value' or 'Positioning address/movement amount' (New current value) has exceeded 'Software stroke limit upper limit value'.","At start:
Perform JOG operation to change 'Current feed value' to within the software stroke limit range.
Current value changing:
Change the new current value to within the software stroke limit range.
During operation:
Correct 'Positioning address/movement amount'."
1007,"Software stroke limit +
* Positioning control was carried out in a position in excess of 'Software stroke limit upper limit value'.
* 'Current feed value' or 'Positioning address/movement amount' (New current value) has exceeded 'Software stroke limit upper limit value'.","At start:
Perform JOG operation to change 'Current feed value' to within the software stroke limit range.
Current value changing:
Change the new current value to within the software stroke limit range.
During operation:
Correct 'Positioning address/movement amount'."
13EF,"Software stroke limit +
* Positioning control was carried out in a position in excess of 'Software stroke limit upper limit value'.
* 'Current feed value' or 'Positioning address/movement amount' (New current value) has exceeded 'Software stroke limit upper limit value'.","At start:
Perform JOG operation to change 'Current feed value' to within the software stroke limit range.
Current value changing:
Change the new current value to within the software stroke limit range.
During operation:
Correct 'Positioning address/movement amount'."
17D7,"Software stroke limit +
* Positioning control was carried out in a position in excess of 'Software stroke limit upper limit value'.
* 'Current feed value' or 'Positioning address/movement amount' (New current value) has exceeded 'Software stroke limit upper limit value'.","At start:
Perform JOG operation to change 'Current feed value' to within the software stroke limit range.
Current value changing:
Change the new current value to within the software stroke limit range.
During operation:
Correct 'Positioning address/movement amount'."
1BBF,"Software stroke limit +
* Positioning control was carried out in a position in excess of 'Software stroke limit upper limit value'.
* 'Current feed value' or 'Positioning address/movement amount' (New current value) has exceeded 'Software stroke limit upper limit value'.","At start:
Perform JOG operation to change 'Current feed value' to within the software stroke limit range.
Current value changing:
Change the new current value to within the software stroke limit range.
During operation:
Correct 'Positioning address/movement amount'."
1FA7,"Software stroke limit +
* Positioning control was carried out in a position in excess of 'Software stroke limit upper limit value'.
* 'Current feed value' or 'Positioning address/movement amount' (New current value) has exceeded 'Software stroke limit upper limit value'.","At start:
Perform JOG operation to change 'Current feed value' to within the software stroke limit range.
Current value changing:
Change the new current value to within the software stroke limit range.
During operation:
Correct 'Positioning address/movement amount'."
0450,"Software stroke limit -
* Positioning control was carried out in a position in excess of 'Software stroke limit lower limit value'.
* 'Current feed value' or 'Positioning address/movement amount' (New current value) has exceeded 'Software stroke limit lower limit value'.","At start:
Perform JOG operation to change 'Current feed value' to within the software stroke limit range.
Current value changing:
Change the new current value to within the software stroke limit range.
During operation:
Correct 'Positioning address/movement amount'"
0838,"Software stroke limit -
* Positioning control was carried out in a position in excess of 'Software stroke limit lower limit value'.
* 'Current feed value' or 'Positioning address/movement amount' (New current value) has exceeded 'Software stroke limit lower limit value'.","At start:
Perform JOG operation to change 'Current feed value' to within the software stroke limit range.
Current value changing:
Change the new current value to within the software stroke limit range.
During operation:
Correct 'Positioning address/movement amount'"
0C20,"Software stroke limit -
* Positioning control was carried out in a position in excess of 'Software stroke limit lower limit value'.
* 'Current feed value' or 'Positioning address/movement amount' (New current value) has exceeded 'Software stroke limit lower limit value'.","At start:
Perform JOG operation to change 'Current feed value' to within the software stroke limit range.
Current value changing:
Change the new current value to within the software stroke limit range.
During operation:
Correct 'Positioning address/movement amount'"
1008,"Software stroke limit -
* Positioning control was carried out in a position in excess of 'Software stroke limit lower limit value'.
* 'Current feed value' or 'Positioning address/movement amount' (New current value) has exceeded 'Software stroke limit lower limit value'.","At start:
Perform JOG operation to change 'Current feed value' to within the software stroke limit range.
Current value changing:
Change the new current value to within the software stroke limit range.
During operation:
Correct 'Positioning address/movement amount'"
13F0,"Software stroke limit -
* Positioning control was carried out in a position in excess of 'Software stroke limit lower limit value'.
* 'Current feed value' or 'Positioning address/movement amount' (New current value) has exceeded 'Software stroke limit lower limit value'.","At start:
Perform JOG operation to change 'Current feed value' to within the software stroke limit range.
Current value changing:
Change the new current value to within the software stroke limit range.
During operation:
Correct 'Positioning address/movement amount'"
17D8,"Software stroke limit -
* Positioning control was carried out in a position in excess of 'Software stroke limit lower limit value'.
* 'Current feed value' or 'Positioning address/movement amount' (New current value) has exceeded 'Software stroke limit lower limit value'.","At start:
Perform JOG operation to change 'Current feed value' to within the software stroke limit range.
Current value changing:
Change the new current value to within the software stroke limit range.
During operation:
Correct 'Positioning address/movement amount'"
1BC0,"Software stroke limit -
* Positioning control was carried out in a position in excess of 'Software stroke limit lower limit value'.
* 'Current feed value' or 'Positioning address/movement amount' (New current value) has exceeded 'Software stroke limit lower limit value'.","At start:
Perform JOG operation to change 'Current feed value' to within the software stroke limit range.
Current value changing:
Change the new current value to within the software stroke limit range.
During operation:
Correct 'Positioning address/movement amount'"
1FA8,"Software stroke limit -
* Positioning control was carried out in a position in excess of 'Software stroke limit lower limit value'.
* 'Current feed value' or 'Positioning address/movement amount' (New current value) has exceeded 'Software stroke limit lower limit value'.","At start:
Perform JOG operation to change 'Current feed value' to within the software stroke limit range.
Current value changing:
Change the new current value to within the software stroke limit range.
During operation:
Correct 'Positioning address/movement amount'"
0451,"PLC READY OFF during operation
The PLC READY signal (Yn0) turned OFF during operation.","Review the sequence program that turns ON/OFF the PLC READY signal (Yn0)."
0839,"PLC READY OFF during operation
The PLC READY signal (Yn0) turned OFF during operation.","Review the sequence program that turns ON/OFF the PLC READY signal (Yn0)."
0C21,"PLC READY OFF during operation
The PLC READY signal (Yn0) turned OFF during operation.","Review the sequence program that turns ON/OFF the PLC READY signal (Yn0)."
1009,"PLC READY OFF during operation
The PLC READY signal (Yn0) turned OFF during operation.","Review the sequence program that turns ON/OFF the PLC READY signal (Yn0)."
13F1,"PLC READY OFF during operation
The PLC READY signal (Yn0) turned OFF during operation.","Review the sequence program that turns ON/OFF the PLC READY signal (Yn0)."
17D9,"PLC READY OFF during operation
The PLC READY signal (Yn0) turned OFF during operation.","Review the sequence program that turns ON/OFF the PLC READY signal (Yn0)."
1BC1,"PLC READY OFF during operation
The PLC READY signal (Yn0) turned OFF during operation.","Review the sequence program that turns ON/OFF the PLC READY signal (Yn0)."
1FA9,"PLC READY OFF during operation
The PLC READY signal (Yn0) turned OFF during operation.","Review the sequence program that turns ON/OFF the PLC READY signal (Yn0)."
0456,"PLC READY OFF during writing
The PLC READY signal (Yn0) turned OFF immediately after turning ON.","Review the sequence program that turns ON/OFF the PLC READY signal (Yn0)."
083E,"PLC READY OFF during writing
The PLC READY signal (Yn0) turned OFF immediately after turning ON.","Review the sequence program that turns ON/OFF the PLC READY signal (Yn0)."
0C26,"PLC READY OFF during writing
The PLC READY signal (Yn0) turned OFF immediately after turning ON.","Review the sequence program that turns ON/OFF the PLC READY signal (Yn0)."
100E,"PLC READY OFF during writing
The PLC READY signal (Yn0) turned OFF immediately after turning ON.","Review the sequence program that turns ON/OFF the PLC READY signal (Yn0)."
13F6,"PLC READY OFF during writing
The PLC READY signal (Yn0) turned OFF immediately after turning ON.","Review the sequence program that turns ON/OFF the PLC READY signal (Yn0)."
17DE,"PLC READY OFF during writing
The PLC READY signal (Yn0) turned OFF immediately after turning ON.","Review the sequence program that turns ON/OFF the PLC READY signal (Yn0)."
1BC6,"PLC READY OFF during writing
The PLC READY signal (Yn0) turned OFF immediately after turning ON.","Review the sequence program that turns ON/OFF the PLC READY signal (Yn0)."
1FAE,"PLC READY OFF during writing
The PLC READY signal (Yn0) turned OFF immediately after turning ON.","Review the sequence program that turns ON/OFF the PLC READY signal (Yn0)."
04B1,"Start during near-point dog ON
With 'OPR method' being any of near-point dog method, count 1 and count 2, machine OPR control was started when the near-point dog was ON.","Perform JOG operation to move the axis to the position where the near-point dog turns OFF, and then start machine OPR control."
0899,"Start during near-point dog ON
With 'OPR method' being any of near-point dog method, count 1 and count 2, machine OPR control was started when the near-point dog was ON.","Perform JOG operation to move the axis to the position where the near-point dog turns OFF, and then start machine OPR control."
0C81,"Start during near-point dog ON
With 'OPR method' being any of near-point dog method, count 1 and count 2, machine OPR control was started when the near-point dog was ON.","Perform JOG operation to move the axis to the position where the near-point dog turns OFF, and then start machine OPR control."
1069,"Start during near-point dog ON
With 'OPR method' being any of near-point dog method, count 1 and count 2, machine OPR control was started when the near-point dog was ON.","Perform JOG operation to move the axis to the position where the near-point dog turns OFF, and then start machine OPR control."
1451,"Start during near-point dog ON
With 'OPR method' being any of near-point dog method, count 1 and count 2, machine OPR control was started when the near-point dog was ON.","Perform JOG operation to move the axis to the position where the near-point dog turns OFF, and then start machine OPR control."
1839,"Start during near-point dog ON
With 'OPR method' being any of near-point dog method, count 1 and count 2, machine OPR control was started when the near-point dog was ON.","Perform JOG operation to move the axis to the position where the near-point dog turns OFF, and then start machine OPR control."
1C21,"Start during near-point dog ON
With 'OPR method' being any of near-point dog method, count 1 and count 2, machine OPR control was started when the near-point dog was ON.","Perform JOG operation to move the axis to the position where the near-point dog turns OFF, and then start machine OPR control."
2009,"Start during near-point dog ON
With 'OPR method' being any of near-point dog method, count 1 and count 2, machine OPR control was started when the near-point dog was ON.","Perform JOG operation to move the axis to the position where the near-point dog turns OFF, and then start machine OPR control."
04B2,"Zero signal ON
With 'OPR method' being either of stopper 2 and stopper 3, the zero signal is input when machine OPR control is started.","After turning OFF the zero signal, start machine OPR control."
089A,"Zero signal ON
With 'OPR method' being either of stopper 2 and stopper 3, the zero signal is input when machine OPR control is started.","After turning OFF the zero signal, start machine OPR control."
0C82,"Zero signal ON
With 'OPR method' being either of stopper 2 and stopper 3, the zero signal is input when machine OPR control is started.","After turning OFF the zero signal, start machine OPR control."
106A,"Zero signal ON
With 'OPR method' being either of stopper 2 and stopper 3, the zero signal is input when machine OPR control is started.","After turning OFF the zero signal, start machine OPR control."
1452,"Zero signal ON
With 'OPR method' being either of stopper 2 and stopper 3, the zero signal is input when machine OPR control is started.","After turning OFF the zero signal, start machine OPR control."
183A,"Zero signal ON
With 'OPR method' being either of stopper 2 and stopper 3, the zero signal is input when machine OPR control is started.","After turning OFF the zero signal, start machine OPR control."
1C22,"Zero signal ON
With 'OPR method' being either of stopper 2 and stopper 3, the zero signal is input when machine OPR control is started.","After turning OFF the zero signal, start machine OPR control."
200A,"Zero signal ON
With 'OPR method' being either of stopper 2 and stopper 3, the zero signal is input when machine OPR control is started.","After turning OFF the zero signal, start machine OPR control."
04B3,"Machine OPR not execute
Fast OPR control was started though machine OPR control was not yet carried out.","Before starting fast OPR control, perform machine OPR control."
089B,"Machine OPR not execute
Fast OPR control was started though machine OPR control was not yet carried out.","Before starting fast OPR control, perform machine OPR control."
0C83,"Machine OPR not execute
Fast OPR control was started though machine OPR control was not yet carried out.","Before starting fast OPR control, perform machine OPR control."
106B,"Machine OPR not execute
Fast OPR control was started though machine OPR control was not yet carried out.","Before starting fast OPR control, perform machine OPR control."
1453,"Machine OPR not execute
Fast OPR control was started though machine OPR control was not yet carried out.","Before starting fast OPR control, perform machine OPR control."
183B,"Machine OPR not execute
Fast OPR control was started though machine OPR control was not yet carried out.","Before starting fast OPR control, perform machine OPR control."
1C23,"Machine OPR not execute
Fast OPR control was started though machine OPR control was not yet carried out.","Before starting fast OPR control, perform machine OPR control."
200B,"Machine OPR not execute
Fast OPR control was started though machine OPR control was not yet carried out.","Before starting fast OPR control, perform machine OPR control."
04B4,"Retry signal error
Both the near-point dog signal and the retry switch signal are ON.","Correct the retry switch position so that it will not overlap with the area where the near-point dog signal may turn ON."
089C,"Retry signal error
Both the near-point dog signal and the retry switch signal are ON.","Correct the retry switch position so that it will not overlap with the area where the near-point dog signal may turn ON."
0C84,"Retry signal error
Both the near-point dog signal and the retry switch signal are ON.","Correct the retry switch position so that it will not overlap with the area where the near-point dog signal may turn ON."
106C,"Retry signal error
Both the near-point dog signal and the retry switch signal are ON.","Correct the retry switch position so that it will not overlap with the area where the near-point dog signal may turn ON."
1454,"Retry signal error
Both the near-point dog signal and the retry switch signal are ON.","Correct the retry switch position so that it will not overlap with the area where the near-point dog signal may turn ON."
183C,"Retry signal error
Both the near-point dog signal and the retry switch signal are ON.","Correct the retry switch position so that it will not overlap with the area where the near-point dog signal may turn ON."
1C24,"Retry signal error
Both the near-point dog signal and the retry switch signal are ON.","Correct the retry switch position so that it will not overlap with the area where the near-point dog signal may turn ON."
200C,"Retry signal error
Both the near-point dog signal and the retry switch signal are ON.","Correct the retry switch position so that it will not overlap with the area where the near-point dog signal may turn ON."
05DD,"Setting range outside start method
The setting value of 'Start method' is other than 0 to 10, 9000 and 9001.","Set 'Start method' to within the setting range."
09C5,"Setting range outside start method
The setting value of 'Start method' is other than 0 to 10, 9000 and 9001.","Set 'Start method' to within the setting range."
0DAD,"Setting range outside start method
The setting value of 'Start method' is other than 0 to 10, 9000 and 9001.","Set 'Start method' to within the setting range."
1195,"Setting range outside start method
The setting value of 'Start method' is other than 0 to 10, 9000 and 9001.","Set 'Start method' to within the setting range."
157D,"Setting range outside start method
The setting value of 'Start method' is other than 0 to 10, 9000 and 9001.","Set 'Start method' to within the setting range."
1965,"Setting range outside start method
The setting value of 'Start method' is other than 0 to 10, 9000 and 9001.","Set 'Start method' to within the setting range."
1D4D,"Setting range outside start method
The setting value of 'Start method' is other than 0 to 10, 9000 and 9001.","Set 'Start method' to within the setting range."
2135,"Setting range outside start method
The setting value of 'Start method' is other than 0 to 10, 9000 and 9001.","Set 'Start method' to within the setting range."
05DE,"New current change not possible
* 'Operation pattern' is 'Continuous path control' in the positioning data whose 'Control method' is 'Current value changing'.
* 'Control method' is 'Current value changing' in the positioning data following the positioning data whose 'Operation pattern' is 'Continuous path control'.","* When 'Control method' is 'Current value changing' or 'Speed.Position Ctrl.', do not set 'Continuous path control' in 'Operation pattern'.
* Do not set 'Current value changing' or 'Speed.Position Ctrl.' in 'Control method' of the positioning data following the positioning data where 'Continuous path control' has been set in 'Operation pattern'."
09C6,"New current change not possible
* 'Operation pattern' is 'Continuous path control' in the positioning data whose 'Control method' is 'Current value changing'.
* 'Control method' is 'Current value changing' in the positioning data following the positioning data whose 'Operation pattern' is 'Continuous path control'.","* When 'Control method' is 'Current value changing' or 'Speed.Position Ctrl.', do not set 'Continuous path control' in 'Operation pattern'.
* Do not set 'Current value changing' or 'Speed.Position Ctrl.' in 'Control method' of the positioning data following the positioning data where 'Continuous path control' has been set in 'Operation pattern'."
0DAE,"New current change not possible
* 'Operation pattern' is 'Continuous path control' in the positioning data whose 'Control method' is 'Current value changing'.
* 'Control method' is 'Current value changing' in the positioning data following the positioning data whose 'Operation pattern' is 'Continuous path control'.","* When 'Control method' is 'Current value changing' or 'Speed.Position Ctrl.', do not set 'Continuous path control' in 'Operation pattern'.
* Do not set 'Current value changing' or 'Speed.Position Ctrl.' in 'Control method' of the positioning data following the positioning data where 'Continuous path control' has been set in 'Operation pattern'."
1196,"New current change not possible
* 'Operation pattern' is 'Continuous path control' in the positioning data whose 'Control method' is 'Current value changing'.
* 'Control method' is 'Current value changing' in the positioning data following the positioning data whose 'Operation pattern' is 'Continuous path control'.","* When 'Control method' is 'Current value changing' or 'Speed.Position Ctrl.', do not set 'Continuous path control' in 'Operation pattern'.
* Do not set 'Current value changing' or 'Speed.Position Ctrl.' in 'Control method' of the positioning data following the positioning data where 'Continuous path control' has been set in 'Operation pattern'."
157E,"New current change not possible
* 'Operation pattern' is 'Continuous path control' in the positioning data whose 'Control method' is 'Current value changing'.
* 'Control method' is 'Current value changing' in the positioning data following the positioning data whose 'Operation pattern' is 'Continuous path control'.","* When 'Control method' is 'Current value changing' or 'Speed.Position Ctrl.', do not set 'Continuous path control' in 'Operation pattern'.
* Do not set 'Current value changing' or 'Speed.Position Ctrl.' in 'Control method' of the positioning data following the positioning data where 'Continuous path control' has been set in 'Operation pattern'."
1966,"New current change not possible
* 'Operation pattern' is 'Continuous path control' in the positioning data whose 'Control method' is 'Current value changing'.
* 'Control method' is 'Current value changing' in the positioning data following the positioning data whose 'Operation pattern' is 'Continuous path control'.","* When 'Control method' is 'Current value changing' or 'Speed.Position Ctrl.', do not set 'Continuous path control' in 'Operation pattern'.
* Do not set 'Current value changing' or 'Speed.Position Ctrl.' in 'Control method' of the positioning data following the positioning data where 'Continuous path control' has been set in 'Operation pattern'."
1D4E,"New current change not possible
* 'Operation pattern' is 'Continuous path control' in the positioning data whose 'Control method' is 'Current value changing'.
* 'Control method' is 'Current value changing' in the positioning data following the positioning data whose 'Operation pattern' is 'Continuous path control'.","* When 'Control method' is 'Current value changing' or 'Speed.Position Ctrl.', do not set 'Continuous path control' in 'Operation pattern'.
* Do not set 'Current value changing' or 'Speed.Position Ctrl.' in 'Control method' of the positioning data following the positioning data where 'Continuous path control' has been set in 'Operation pattern'."
2136,"New current change not possible
* 'Operation pattern' is 'Continuous path control' in the positioning data whose 'Control method' is 'Current value changing'.
* 'Control method' is 'Current value changing' in the positioning data following the positioning data whose 'Operation pattern' is 'Continuous path control'.","* When 'Control method' is 'Current value changing' or 'Speed.Position Ctrl.', do not set 'Continuous path control' in 'Operation pattern'.
* Do not set 'Current value changing' or 'Speed.Position Ctrl.' in 'Control method' of the positioning data following the positioning data where 'Continuous path control' has been set in 'Operation pattern'."
05DF,"Continuous path control not possible
* 'Operation pattern' is 'Continuous path control' in the positioning data whose 'Control method' is 'Speed.Position Ctrl.'.
* 'Operation pattern' is 'Continuous path control' in the positioning data preceding the positioning data whose 'Control method' is 'Speed.Position Ctrl.'.","* When 'Control method' is 'Current value changing' or 'Speed.Position Ctrl.', do not set 'Continuous path control' in 'Operation pattern'.
* Do not set 'Current value changing' or 'Speed.Position Ctrl.' in 'Control method' of the positioning data following the positioning data where 'Continuous path control' has been set in 'Operation pattern'."
09C7,"Continuous path control not possible
* 'Operation pattern' is 'Continuous path control' in the positioning data whose 'Control method' is 'Speed.Position Ctrl.'.
* 'Operation pattern' is 'Continuous path control' in the positioning data preceding the positioning data whose 'Control method' is 'Speed.Position Ctrl.'.","* When 'Control method' is 'Current value changing' or 'Speed.Position Ctrl.', do not set 'Continuous path control' in 'Operation pattern'.
* Do not set 'Current value changing' or 'Speed.Position Ctrl.' in 'Control method' of the positioning data following the positioning data where 'Continuous path control' has been set in 'Operation pattern'."
0DAF,"Continuous path control not possible
* 'Operation pattern' is 'Continuous path control' in the positioning data whose 'Control method' is 'Speed.Position Ctrl.'.
* 'Operation pattern' is 'Continuous path control' in the positioning data preceding the positioning data whose 'Control method' is 'Speed.Position Ctrl.'.","* When 'Control method' is 'Current value changing' or 'Speed.Position Ctrl.', do not set 'Continuous path control' in 'Operation pattern'.
* Do not set 'Current value changing' or 'Speed.Position Ctrl.' in 'Control method' of the positioning data following the positioning data where 'Continuous path control' has been set in 'Operation pattern'."
1197,"Continuous path control not possible
* 'Operation pattern' is 'Continuous path control' in the positioning data whose 'Control method' is 'Speed.Position Ctrl.'.
* 'Operation pattern' is 'Continuous path control' in the positioning data preceding the positioning data whose 'Control method' is 'Speed.Position Ctrl.'.","* When 'Control method' is 'Current value changing' or 'Speed.Position Ctrl.', do not set 'Continuous path control' in 'Operation pattern'.
* Do not set 'Current value changing' or 'Speed.Position Ctrl.' in 'Control method' of the positioning data following the positioning data where 'Continuous path control' has been set in 'Operation pattern'."
157F,"Continuous path control not possible
* 'Operation pattern' is 'Continuous path control' in the positioning data whose 'Control method' is 'Speed.Position Ctrl.'.
* 'Operation pattern' is 'Continuous path control' in the positioning data preceding the positioning data whose 'Control method' is 'Speed.Position Ctrl.'.","* When 'Control method' is 'Current value changing' or 'Speed.Position Ctrl.', do not set 'Continuous path control' in 'Operation pattern'.
* Do not set 'Current value changing' or 'Speed.Position Ctrl.' in 'Control method' of the positioning data following the positioning data where 'Continuous path control' has been set in 'Operation pattern'."
1967,"Continuous path control not possible
* 'Operation pattern' is 'Continuous path control' in the positioning data whose 'Control method' is 'Speed.Position Ctrl.'.
* 'Operation pattern' is 'Continuous path control' in the positioning data preceding the positioning data whose 'Control method' is 'Speed.Position Ctrl.'.","* When 'Control method' is 'Current value changing' or 'Speed.Position Ctrl.', do not set 'Continuous path control' in 'Operation pattern'.
* Do not set 'Current value changing' or 'Speed.Position Ctrl.' in 'Control method' of the positioning data following the positioning data where 'Continuous path control' has been set in 'Operation pattern'."
1D4F,"Continuous path control not possible
* 'Operation pattern' is 'Continuous path control' in the positioning data whose 'Control method' is 'Speed.Position Ctrl.'.
* 'Operation pattern' is 'Continuous path control' in the positioning data preceding the positioning data whose 'Control method' is 'Speed.Position Ctrl.'.","* When 'Control method' is 'Current value changing' or 'Speed.Position Ctrl.', do not set 'Continuous path control' in 'Operation pattern'.
* Do not set 'Current value changing' or 'Speed.Position Ctrl.' in 'Control method' of the positioning data following the positioning data where 'Continuous path control' has been set in 'Operation pattern'."
2137,"Continuous path control not possible
* 'Operation pattern' is 'Continuous path control' in the positioning data whose 'Control method' is 'Speed.Position Ctrl.'.
* 'Operation pattern' is 'Continuous path control' in the positioning data preceding the positioning data whose 'Control method' is 'Speed.Position Ctrl.'.","* When 'Control method' is 'Current value changing' or 'Speed.Position Ctrl.', do not set 'Continuous path control' in 'Operation pattern'.
* Do not set 'Current value changing' or 'Speed.Position Ctrl.' in 'Control method' of the positioning data following the positioning data where 'Continuous path control' has been set in 'Operation pattern'."
05E0,"Setting range outside operation pattern
The setting value of 'Operation pattern' is outside the setting range.","Set 'Operation pattern' to within the setting range."
09C8,"Setting range outside operation pattern
The setting value of 'Operation pattern' is outside the setting range.","Set 'Operation pattern' to within the setting range."
0DB0,"Setting range outside operation pattern
The setting value of 'Operation pattern' is outside the setting range.","Set 'Operation pattern' to within the setting range."
1198,"Setting range outside operation pattern
The setting value of 'Operation pattern' is outside the setting range.","Set 'Operation pattern' to within the setting range."
1580,"Setting range outside operation pattern
The setting value of 'Operation pattern' is outside the setting range.","Set 'Operation pattern' to within the setting range."
1968,"Setting range outside operation pattern
The setting value of 'Operation pattern' is outside the setting range.","Set 'Operation pattern' to within the setting range."
1D50,"Setting range outside operation pattern
The setting value of 'Operation pattern' is outside the setting range.","Set 'Operation pattern' to within the setting range."
2138,"Setting range outside operation pattern
The setting value of 'Operation pattern' is outside the setting range.","Set 'Operation pattern' to within the setting range."
05E1,"Speed 0 error
At a position control start, 'Command speed' of the positioning data is '0'.","Set 'Command speed' to other than '0'."
09C9,"Speed 0 error
At a position control start, 'Command speed' of the positioning data is '0'.","Set 'Command speed' to other than '0'."
0DB1,"Speed 0 error
At a position control start, 'Command speed' of the positioning data is '0'.","Set 'Command speed' to other than '0'."
1199,"Speed 0 error
At a position control start, 'Command speed' of the positioning data is '0'.","Set 'Command speed' to other than '0'."
1581,"Speed 0 error
At a position control start, 'Command speed' of the positioning data is '0'.","Set 'Command speed' to other than '0'."
