SW0049,0x10,ネットワークパラメータを受信していないか、マスタ局がネットワーク上に存在していません。または、マスタ局のネットワーク番号と異なるネットワーク番号に設定されています。,自局をネットワークに正しく接続するか、マスタ局をネットワークに正しく接続してください。または、ネットワークパラメータでマスタ局と同じネットワーク番号を設定してください。左記以外にもマスタ局で局番重複、または、マスタ局重複が発生している可能性があります。　　または、スイッチングハブにEthernet機器が接続されている場合は、Ethernet機器を外してください。
SW0049,0x11,マスタ局のネットワークパラメータで設定されている局情報の中に、自局の局情報がありません。,自局のネットワークパラメータで、自局局番をマスタ局で設定されている局情報の局番に設定してください。または、マスタ局のネットワークパラメータに自局の局情報を追加してください。
SW0049,0x12,自局が、予約局に設定されています。,自局のネットワークパラメータで、自局局番をマスタ局で設定されている予約局指定されていない局番に変更してください。または、マスタ局のネットワークパラメータで、予約局指定の設定を変更してください。または、自局の予約局を一時解除してください。
SW0049,0x13,自局局番が、複数局で設定されています。,自局局番を、別の局番に変更してください。または、自局局番が設定されている局の局番を、別の局番に変更してください。
SW0049,0x14,マスタ局が、複数局で設定されています。,自局のネットワークパラメータで、局種別をローカル局に変更してください。または、既にマスタ局設定されている局のネットワークパラメータで、局種別をローカル局に変更してください。
SW0049,0x16,自局局番が、正しく設定されていません。,自局のネットワークパラメータで、正しい局番を設定してください。または、自局のネットワークパラメータを、再度PC書込みした後、リセットしてください。本現象が再発する場合は、ネットワークユニットを交換してください。
SW0049,0x18,ネットワークパラメータデータが異常です。,マスタ局のネットワークパラメータを、再度PC書き込みした後、全局でリセットしてください。本現象が再発する場合は、最初にマスタ局のネットワークユニットを交換してください。次にローカル局のネットワークユニットを交換してください。
SW0049,0x19,シーケンサCPUとネットワークユニットで、パラメータを交信中です。または、選択局がヘッドユニットの場合、マスタ局とヘッドユニットで、パラメータを交信中です。,シーケンサCPUをリセットしてください。選択局がヘッドユニットの場合、マスタ局およびヘッドユニットをリセットしてください。本現象が再発する場合は、シーケンサCPUまたはネットワークユニットを交換してください。
SW0049,0x1A,自局の局種別が、マスタ局で設定されている局種別と一致していません。,マスタ局のネットワークパラメータで、自局の局種別になるように局情報を修正し、再度PC書込みした後、マスタ局をリセットしてください。
SW0049,0x20,シーケンサCPUで停止エラーが発生しました。または、選択局がヘッドユニットの場合、ヘッドユニットで停止エラーが発生しました。,システムモニタボタンから、システムモニタでPC診断を実施してください。または、対象局に接続して、PC診断を用いてシーケンサCPUのエラー要因を除去したのち、シーケンサCPUをリセットしてください。選択局がヘッドユニットの場合、ヘッドユニットのエラー要因を除去したのち、ヘッドユニットをリセットしてください。
SW0049,0x60,ネットワークが不正なリング構成で接続されているため、データリンクが停止しています。または、マスタ局のネットワークパラメータで設定したループバック機能の設定内容と、実際のネットワーク構成が異なっています。（ループバック機能を使用する設定にしているにも関わらず、ネットワーク構成がスター接続やスター接続とライン接続の混在構成になっている。または、ループバック機能を使用しない設定にしているにも関わらず、リング接続構成になっている。）,ループバック機能の設定内容を、実際のネットワーク構成に合わせてください。または、リングを構成しているケーブルを外してください。スイッチングハブを用いたネットワークの場合は、スイッチングハブを経由したリング構成になっている可能性があります。スイッチングハブに接続されているケーブルを1本ずつ抜き、スイッチングハブの電源を再投入してください。不正なリング構成が解消されると、データリンクが起動します。
SB006A,0x01,自局のPORT1側に装着されたケーブルが断線しているか、自局のPORT1側にケーブルが接続されていません。または、自局のPORT1を使用していない場合、PORT2側のネットワークで、マスタ局のパラメータで設定した総子局数とネットワーク上の実装が異なっています。,自局のPORT1側に断線していないケーブルを装着してください。または、自局のPORT1を使用していない場合，PORT2側に接続しているネットワークにマスタ局で設定した総子局数と同じ子局数になるように子局を接続してください。これらが正常の場合は、ネットワークユニットの故障が考えられます。ネットワークユニットを交換してください。
SB006B,0x01,自局のPORT2側に装着されたケーブルが断線しているか、自局のPORT2側にケーブルが接続されていません。または、自局のPORT2を使用していない場合、PORT1側のネットワークで、マスタ局のパラメータで設定した総子局数とネットワーク上の実装が異なっています。,自局のPORT2側に断線していないケーブルを装着してください。または、自局のPORT2を使用していない場合，PORT1側に接続しているネットワークにマスタ局で設定した総子局数と同じ子局数になるように子局を接続してください。これらが正常の場合は、ネットワークユニットの故障が考えられます。ネットワークユニットを交換してください。
SB006C,0x01,自局のPORT1側で、受信フレーム異常が発生しています。,ケーブルのコネクタ部分にゴミ等が付着していないかを確認してください。また、ケーブルテストを実施し、PORT1側に接続されたケーブルが内部で断線していないかを確認してください。これらが正常の場合は、ネットワークユニットの故障が考えられます。ネットワークユニットを交換してください。
SB006D,0x01,自局のPORT2側で、受信フレーム異常が発生しています。,ケーブルのコネクタ部分にゴミ等が付着していないかを確認してください。また、ケーブルテストを実施し、PORT2側に接続されたケーブルが内部で断線していないかを確認してください。これらが正常の場合は、ネットワークユニットの故障が考えられます。ネットワークユニットを交換してください。
SB007A,0x01,電源をONしてから、ネットワークイベント履歴にイベント履歴が登録されました。,CC-Link IEフィールド診断のネットワークイベント履歴を参照してください。
SW0064,0x01,PORT2側のケーブルがケーブル断またはケーブル未接続です。,自局のPORTに正しくケーブルを装着してください。これらが正常の場合は、ネットワークユニットの故障が考えられます。ネットワークユニットを交換してください。
SW0064,0x04,PORT2側のケーブルがケーブル断またはケーブル未接続です。,自局のPORTに正しくケーブルを装着してください。これらが正常の場合は、ネットワークユニットの故障が考えられます。ネットワークユニットを交換してください。
SW0064,0x10,PORT1側のケーブルがケーブル断またはケーブル未接続です。,自局のPORTに正しくケーブルを装着してください。これらが正常の場合は、ネットワークユニットの故障が考えられます。ネットワークユニットを交換してください。
SW0064,0x11,PORT1側とPORT2側の両方とも、ケーブル断またはケーブル未接続のため、自局が解列しています。,自局のPORTに正しくケーブルを装着してください。これらが正常の場合は、ネットワークユニットの故障が考えられます。ネットワークユニットを交換してください。
SW0064,0x12,自局のPORT2側がネットワーク接続処理中、かつPORT1側のケーブル断または未接続のため、自局が解列しています。,ネットワーク接続中の状態から変化がない場合，自局またはマスタ局のパラメータ設定を見直し，自局のPORTに正しくケーブルを装着してください。マスタ局重複などのマスタ局で発生した異常に対処した後はケーブル装着後にマスタ局をリセットしてください。これらが正常の場合は、ネットワークユニットの故障が考えられます。ネットワークユニットを交換してください。
SW0064,0x21,自局のPORT1側がネットワーク接続処理中、かつPORT2側のケーブル断または未接続のため、自局が解列しています。,ネットワーク接続中の状態から変化がない場合，自局またはマスタ局のパラメータ設定を見直し，自局のPORTに正しくケーブルを装着してください。マスタ局重複などのマスタ局で発生した異常に対処した後はケーブル装着後にマスタ局をリセットしてください。これらが正常の場合は、ネットワークユニットの故障が考えられます。ネットワークユニットを交換してください。
SW0064,0x22,PORT1側とPORT2側の両方とも、ネットワーク接続処理中のため、自局が解列しています。,ネットワーク接続中の状態から変化がない場合，自局またはマスタ局のパラメータ設定を見直し，自局のPORTに正しくケーブルを装着してください。マスタ局重複などのマスタ局で発生した異常に対処した後はケーブル装着後にマスタ局をリセットしてください。または、ネットワークの接続構成がリング構成になっていないことを確認し、正しい接続構成に変更してください。これらが正常の場合は、ネットワークユニットの故障が考えられます。ネットワークユニットを交換してください。
SW0064,0x40,PORT1側のケーブルがケーブル断またはケーブル未接続です。,自局のPORTに正しくケーブルを装着してください。これらが正常の場合は、ネットワークユニットの故障が考えられます。ネットワークユニットを交換してください。
SB0065,0x01,ループバック機能によりネットワーク内でループバックが発生しています。,ライン接続の末端局がループバック実施局です。ループバック実施局の間にケーブルを正しく接続してください。ループバック実施局の間の局が電源OFF等により解列している場合は、該当局の電源を投入し、ネットワークがリング構成になるようにしてください。
