SW0064,0x13,"The optical cable mounted on the OUT side is connected to the OUT side of the other station, causing loop-back on the IN side.","Properly connected the optical cable from IN to OUT throughout the entire network. If the cable is properly connected, network module or borad failure may have occurred."
SW0064,0x21,"The optical cable mounted on the IN side has a broken wire or is not connected to the IN side, causing loop-back on the OUT side.","Mount an optical cable that does not have a broken wire on the IN side of the host station. If the cable is properly mounted, network module or borad failure may have occurred. Replace the network module or borad."
SW0064,0x41,"Network connection is in progress on the IN side, causing loop-back on the OUT side.","Properly mount the optical cable on the IN side of the host station. If the IN side connection station is resetting it, properly mount the optical cable to the IN side of it. Or, release reset of the station. If the cable is properly mounted, network module or borad failure may have occurred. Replace the network module or borad."
SW0064,0x31,"The optical cable mounted on the IN side is connected to the IN side of the other station, causing loop-back on the OUT side.","Properly connected the optical cable from IN to OUT throughout the entire network. If the cable is properly connected, network module or borad failure may have occurred. Replace the network module or borad."
SW0064,0x22,"On both the IN side and the OUT side, the optical cable has a broken wire or is not connected, causing host station disconnection.","Properly mount the optical cable on both the IN side and the OUT side of the host station. If the cable is properly mounted, network module or borad failure may have occurred. Replace the network module or borad."
SW0064,0x24,"The optical cable mounted on the IN side has a broken wire or is not connected and network connection is progress on the OUT side, causing host station disconnection.","Properly mount the optical cable on both the IN side and the OUT side of the host station. If the cable is properly mounted, network module or borad failure may have occurred. Replace the network module or borad."
SW0064,0x23,"The optical cable mounted on the IN side has a broken wire or is not connected on the IN side and the optical cable mounted on the OUT side is connected to the OUT side of the other station, causing host station disconnection.","Properly mount the optical cable on the IN side of the host station. Properly connected the optical cable from IN to OUT throughout the entire network.  If the cable is properly mounted, network module or borad failure may have occurred. Replace the network module or borad."
SW0064,0x42,"Network connection is in progress on the IN side and the optical cable mounted on the OUT side has a broken wire or is not connected to the OUT side, causing host station disconnection.","Properly mount the optical cable on both the IN side and the OUT side of the host station. If the cable is properly mounted, network module or borad failure may have occurred. Replace the network module or borad."
SW0064,0x44,"Network connection is in progress on both the IN side and the OUT side, causing host station disconnection.","Properly mount the optical cable on both the IN side and the OUT side of the host station. If the cable is properly mounted, network module or borad failure may have occurred. Replace the network module or borad."
SW0064,0x43,"Network connection is in progress on the IN side and the optical cable mounted on the OUT side is connected to the OUT side of the other station, causing host station disconnection.","Properly mount the optical cable on the IN side of the host station. Properly connected the optical cable from IN to OUT throughout the entire network.  If the cable is properly mounted, network module or borad failure may have occurred. Replace the network module or borad."
SW0064,0x32,"The optical cable mounted on the IN side is connected to the IN side of the other station and the optical cable mounted on the OUT side has a broken wire or is not connected to the OUT side, causing host station disconnection.","Properly mount the optical cable on the OUT side of the host station. Properly connected the optical cable from IN to OUT throughout the entire network.  If the cable is properly mounted, network module or borad failure may have occurred. Replace the network module or borad."
SW0064,0x34,"The optical cable mounted on the IN side is connected to the IN side of the other station and network connection is in progress, causing host station disconnection.","Properly mount the optical cable on the OUT side of the host station. Properly connected the optical cable from IN to OUT throughout the entire network.  If the cable is properly mounted, network module or borad failure may have occurred. Replace the network module or borad."
SW0064,0x33,"The optical cable mounted on the IN side is connected to the IN side of the other station and the optical cable mounted on the OUT side is connected to the OUT side of the other station, causing host station disconnection.","Properly connected the optical cable from IN to OUT throughout the entire network. If the cable is properly connected, network module or borad failure may have occurred. Replace the network module or borad."
SW0071,0x02,"On the station displayed in SW0070, the OUT side cable has a broken wire or the optical cable is not connected, causing loop-back on the IN side.","Properly mount the optical cable mounted on the OUT side of the station displayed in SW0070. If the cable is properly mounted, network module or borad failure may have occurred. Replace the network module or borad."
SW0071,0x04,"Network connection is in progress on the OUT side of the station displayed in SW0070, causing loop-back on the IN side.","Properly mount the optical cable mounted on the OUT side of the station displayed in SW0070. If the cable is properly mounted, network module or borad failure may have occurred. Replace the network module or borad."
SW0071,0x03,"The optical cable mounted on the OUT side of the station displayed in SW0070 is connected to the OUT side of the station displayed in SW0072, causing loop-back on the IN side.","Properly connected the optical cable from IN to OUT throughout the entire network. If the cable is properly connected, network module or borad failure may have occurred. Replace the network module or borad."
SW0081,0x20,"On the station displayed in SW0080, the IN side cable has a broken wire or the optical cable is not connected, causing loop-back on the OUT side.","Properly mount the optical cable on the IN side of the station displayed in SW0080. If the cable is properly mounted, network module or borad failure may have occurred. Replace the network module or borad."
SW0081,0x40,"Network connection is in progress on the IN side on the station displayed in SW0080, causing loop-back on the OUT side.","Properly mount the optical cable on the IN side of the station displayed in SW0080. If the cable is properly mounted, network modul or borade failure may have occurred. Replace the network module or borad."
SW0081,0x30,"The optical cable mounted on the IN side on the station displayed in SW0080 is connected to the IN side of the station displayed in SW0072, causing loop-back on the OUT side.","Properly connected the optical cable from IN to OUT throughout the entire network. If the cable is properly connected, network module or borad failure may have occurred. Replace the network module or borad."
SB0042,0x00,Power supply is not supply.,Please supply the power supply.
SW0049,0x21,The power supply of the PLC CPU or the personal computer has stopped.,Please turn on the power supply of sequencer the PLC CPU or the pesonal computer. 
